Table 1
,,,,,,,,,,,,,,
,Date,FTSE 100,Date,FTSE-All Share,Date,Gold ,Date,GBP Currency,Date,10 year Britain Bond,Date,3 Month British Bond,,
,,,1/4/2016,3367.42,3/10/2016,890.89,3/11/2016,1.4382,2016-01-04,1.8750,2014-12-15,0.447,,
,,,12/31/2015,3444.26,3/9/2016,881.59,3/10/2016,1.4281,2015-12-31,1.9586,2014-12-12,0.429,,
,,,12/30/2015,3461.01,3/8/2016,887.31,3/9/2016,1.4217,2015-12-30,1.9873,2014-12-11,0.446,,
,,,12/29/2015,3480.43,3/7/2016,888.62,3/8/2016,1.4215,2015-12-29,1.8997,2014-12-10,0.444,,
,,,12/24/2015,3448.56,3/4/2016,884.59,3/7/2016,1.4265,2015-12-24,1.9175,2014-12-09,0.447,,
,,,12/23/2015,3441.21,3/3/2016,891.76,3/4/2016,1.4229,2015-12-23,1.9366,2014-12-08,0.449,,
,,,12/22/2015,3364.33,3/2/2016,880.64,3/3/2016,1.4178,2015-12-22,1.8743,2014-12-05,0.435,,
,,,12/21/2015,3339.56,3/1/2016,883.27,3/2/2016,1.4078,2015-12-21,1.8149,2014-12-04,0.429,,
,,,12/18/2015,3348.1,2/29/2016,890.06,3/1/2016,1.3952,2015-12-18,1.8295,2014-12-03,0.438,,
,,,12/17/2015,3371.76,2/26/2016,881.97,2/29/2016,1.3917,2015-12-17,1.8492,2014-12-02,0.441,,
,,,12/16/2015,3349.83,2/25/2016,883.21,2/26/2016,1.3871,2015-12-16,1.9452,2014-12-01,0.440,,
,,,12/15/2015,3327.71,2/24/2016,882.47,2/25/2016,1.3962,2015-12-15,1.9370,2014-11-28,0.432,,
,,,12/14/2015,3256.53,2/23/2016,875.32,2/24/2016,1.3927,2015-12-14,1.8392,2014-11-27,0.424,,
,,,12/11/2015,3295.07,2/22/2016,854.35,2/23/2016,1.4022,2015-12-11,1.8119,2014-11-26,0.427,,
,,,12/10/2015,3362.26,2/19/2016,852.05,2/22/2016,1.415,2015-12-10,1.8654,2014-11-25,0.428,,
,,,12/9/2015,3381.57,2/18/2016,858.64,2/19/2016,1.4406,2015-12-09,1.8747,2014-11-24,0.429,,
,,,12/8/2015,3386.98,2/17/2016,845.47,2/18/2016,1.4337,2015-12-08,1.8208,2014-11-21,0.420,,
,,,12/7/2015,3431.68,2/16/2016,838.9,2/17/2016,1.4294,2015-12-07,1.8019,2014-11-20,0.420,,
,,,12/4/2015,3438.72,2/15/2016,837.75,2/16/2016,1.4306,2015-12-04,1.9205,2014-11-19,0.420,,
,,,12/3/2015,3456.09,2/12/2016,853.55,2/15/2016,1.4435,2015-12-03,1.8819,2014-11-18,0.420,,
,,,12/2/2015,3525.81,2/11/2016,861.11,2/12/2016,1.4503,2015-12-02,1.7517,2014-11-17,0.426,,
,,,12/1/2015,3513.19,2/10/2016,824.15,2/11/2016,1.4477,2015-12-01,1.7606,2014-11-14,0.422,,
,,,11/30/2015,3492.13,2/9/2016,831.8,2/10/2016,1.4522,2015-11-30,1.8236,2014-11-13,0.428,,
,,,11/27/2015,3494.89,2/8/2016,823.99,2/9/2016,1.4472,2015-11-27,1.8151,2014-11-12,0.430,,
,,,11/26/2015,3501.38,2/5/2016,809.1,2/8/2016,1.4433,2015-11-26,1.8400,2014-11-11,0.434,,
,,,11/25/2015,3473.22,2/4/2016,792.04,2/5/2016,1.4503,2015-11-25,1.8832,2014-11-10,0.435,,
,,,11/24/2015,3441.04,2/3/2016,782.58,2/4/2016,1.4589,2015-11-24,1.8671,2014-11-07,0.425,,
,,,11/23/2015,3458.7,2/2/2016,783.41,2/3/2016,1.4603,2015-11-23,1.8760,2014-11-06,0.429,,
,,,11/20/2015,3475.04,2/1/2016,781.8,2/2/2016,1.441,2015-11-20,1.8727,2014-11-05,0.430,,
,,,11/19/2015,3471.04,1/29/2016,785.08,2/1/2016,1.4433,2015-11-19,1.8834,2014-11-04,0.427,,
,,,11/18/2015,3446.61,1/28/2016,776.58,1/29/2016,1.4244,2015-11-18,1.9220,2014-11-03,0.428,,
,,,11/17/2015,3441.97,1/27/2016,790.35,1/28/2016,1.4362,2015-11-17,1.9751,2014-10-31,0.402,,
,,,11/16/2015,3379.59,1/26/2016,780.46,1/27/2016,1.4234,2015-11-16,1.9386,2014-10-30,0.404,,
,,,11/13/2015,3365.18,1/25/2016,777.6,1/26/2016,1.435,2015-11-13,1.9793,2014-10-29,0.396,,
,,,11/12/2015,3395.57,1/22/2016,769.46,1/25/2016,1.4249,2015-11-12,2.0075,2014-10-28,0.396,,
,,,11/11/2015,3455.77,1/21/2016,774.33,1/22/2016,1.4265,2015-11-11,2.0507,2014-10-27,0.403,,
,,,11/10/2015,3444.31,1/20/2016,775.75,1/21/2016,1.4221,2015-11-10,2.0258,2014-10-24,0.399,,
,,,11/9/2015,3455.85,1/19/2016,768.07,1/20/2016,1.4192,2015-11-09,2.0348,2014-10-23,0.415,,
,,,11/6/2015,3483.5,1/18/2016,765.13,1/19/2016,1.4158,2015-11-06,2.0374,2014-10-22,0.412,,
,,,11/5/2015,3486.64,1/15/2016,763.92,1/18/2016,1.4243,2015-11-05,1.9667,2014-10-21,0.411,,
,,,11/4/2015,3510.18,1/14/2016,748.21,1/15/2016,1.4258,2015-11-04,1.9934,2014-10-20,0.411,,
,,,11/3/2015,3497.52,1/13/2016,758.9,1/14/2016,1.4413,2015-11-03,1.9780,2014-10-17,0.379,,
,,,11/2/2015,3487.01,1/12/2016,752.14,1/13/2016,1.4407,2015-11-02,1.9341,2014-10-16,0.380,,
,,,10/30/2015,3484.6,1/11/2016,752.4,1/12/2016,1.4448,2015-10-30,1.9212,2014-10-15,0.370,,
,,,10/29/2015,3499.86,1/8/2016,760.57,1/11/2016,1.4543,2015-10-29,1.9205,2014-10-14,0.384,,
,,,10/28/2015,3519.52,1/7/2016,756.02,1/8/2016,1.4517,2015-10-28,1.7954,2014-10-13,0.387,,
,,,10/27/2015,3484.16,1/6/2016,747.46,1/7/2016,1.4618,2015-10-27,1.7622,2014-10-10,0.380,,
,,,10/26/2015,3512.14,1/5/2016,734.33,1/6/2016,1.463,2015-10-26,1.8291,2014-10-09,0.386,,
,,,10/23/2015,3526.02,1/4/2016,730.12,1/5/2016,1.4675,2015-10-23,1.8601,2014-10-08,0.389,,
,,,10/22/2015,3488.74,1/1/2016,719.56,1/4/2016,1.4716,2015-10-22,1.7985,2014-10-07,0.390,,
,,,10/21/2015,3475.99,12/31/2015,720.07,1/1/2016,1.4746,2015-10-21,1.7963,2014-10-06,0.385,,
,,,10/20/2015,3473.01,12/30/2015,716.39,12/31/2015,1.4736,2015-10-20,1.8545,2014-10-03,0.413,,
,,,10/19/2015,3474.06,12/29/2015,721.46,12/30/2015,1.4816,2015-10-19,1.8217,2014-10-02,0.418,,
,,,10/16/2015,3484.69,12/28/2015,718.67,12/29/2015,1.4817,2015-10-16,1.8009,2014-10-01,0.413,,
,,,10/15/2015,3469.62,12/25/2015,721.59,12/28/2015,1.488,2015-10-15,1.7651,2014-09-30,0.416,,
,,,10/14/2015,3434.32,12/24/2015,721.75,12/25/2015,1.4913,2015-10-14,1.7562,2014-09-29,0.439,,
,,,10/13/2015,3469.52,12/23/2015,719.86,12/24/2015,1.491,2015-10-13,1.8275,2014-09-26,0.408,,
,,,10/12/2015,3485.66,12/22/2015,723.57,12/23/2015,1.4871,2015-10-12,1.8176,2014-09-25,0.406,,
,,,10/9/2015,3508.6,12/21/2015,724.63,12/22/2015,1.4828,2015-10-09,1.8617,2014-09-24,0.406,,
,,,10/8/2015,3487.16,12/18/2015,715.77,12/21/2015,1.4885,2015-10-08,1.8140,2014-09-23,0.412,,
,,,10/7/2015,3471.25,12/17/2015,705.34,12/18/2015,1.4895,2015-10-07,1.8247,2014-09-22,0.433,,
,,,10/6/2015,3469.82,12/16/2015,714.62,12/17/2015,1.4901,2015-10-06,1.7968,2014-09-19,0.381,,
,,,10/5/2015,3456.6,12/15/2015,705.56,12/16/2015,1.5004,2015-10-05,1.7838,2014-09-18,0.377,,
,,,10/2/2015,3370.66,12/14/2015,699.88,12/15/2015,1.5039,2015-10-02,1.7006,2014-09-17,0.376,,
,,,10/1/2015,3344.14,12/11/2015,705.74,12/14/2015,1.5142,2015-10-01,1.7412,2014-09-16,0.374,,
,,,9/30/2015,3335.92,12/10/2015,706.81,12/11/2015,1.5213,2015-09-30,1.7614,2014-09-15,0.374,,
,,,9/29/2015,3260.46,12/9/2015,706.64,12/10/2015,1.516,2015-09-29,1.7550,2014-09-12,0.398,,
,,,9/28/2015,3288.62,12/8/2015,716.23,12/9/2015,1.5181,2015-09-28,1.7703,2014-09-11,0.397,,
,,,9/25/2015,3361.43,12/7/2015,711.63,12/8/2015,1.5008,2015-09-25,1.8389,2014-09-10,0.404,,
,,,9/24/2015,3286.32,12/4/2015,713.14,12/7/2015,1.5055,2015-09-24,1.7542,2014-09-09,0.393,,
,,,9/23/2015,3323.25,12/3/2015,701.4,12/4/2015,1.5112,2015-09-23,1.7945,2014-09-08,0.394,,
,,,9/22/2015,3276.3,12/2/2015,704.93,12/3/2015,1.5144,2015-09-22,1.7831,2014-09-05,0.383,,
,,,9/21/2015,3365.51,12/1/2015,709.05,12/2/2015,1.4951,2015-09-21,1.8833,2014-09-04,0.383,,
,,,9/18/2015,3365.68,11/30/2015,707.24,12/1/2015,1.5082,2015-09-18,1.8291,2014-09-03,0.413,,
,,,9/17/2015,3405.53,11/27/2015,703.25,11/30/2015,1.5056,2015-09-17,1.9537,2014-09-02,0.429,,
,,,9/16/2015,3424.54,11/26/2015,710.06,11/27/2015,1.5036,2015-09-16,1.9410,2014-09-01,0.427,,
,,,9/15/2015,3380.92,11/25/2015,707.97,11/26/2015,1.5102,2015-09-15,1.9101,2014-08-29,0.411,,
,,,9/14/2015,3356.57,11/24/2015,713.26,11/25/2015,1.5129,2015-09-14,1.8515,2014-08-28,0.401,,
,,,9/11/2015,3372.85,11/23/2015,707.01,11/24/2015,1.5084,2015-09-11,1.8288,2014-08-27,0.383,,
,,,9/10/2015,3391.14,11/20/2015,709.53,11/23/2015,1.5124,2015-09-10,1.8721,2014-08-26,0.403,,
,,,9/9/2015,3428.69,11/19/2015,707.76,11/20/2015,1.5191,2015-09-09,1.8672,2014-08-22,0.388,,
,,,9/8/2015,3386.49,11/18/2015,702.58,11/19/2015,1.5291,2015-09-08,1.8383,2014-08-21,0.403,,
,,,9/7/2015,3349.27,11/17/2015,703.41,11/18/2015,1.5237,2015-09-07,1.8051,2014-08-20,0.388,,
,,,9/4/2015,3334.37,11/16/2015,712.24,11/17/2015,1.5213,2015-09-04,1.8251,2014-08-19,0.389,,
,,,9/3/2015,3410.84,11/13/2015,711.31,11/16/2015,1.5203,2015-09-03,1.9025,2014-08-18,0.406,,
,,,9/2/2015,3354.66,11/12/2015,712.5,11/13/2015,1.5237,2015-09-02,1.9242,2014-08-15,0.373,,
,,,9/1/2015,3341.83,11/11/2015,713.77,11/12/2015,1.5233,2015-09-01,1.9319,2014-08-14,0.387,,
,,,8/28/2015,3434.66,11/10/2015,720.8,11/11/2015,1.5213,2015-08-28,1.9616,2014-08-13,0.396,,
,,,8/27/2015,3403.05,11/9/2015,722.96,11/10/2015,1.5119,2015-08-27,1.9782,2014-08-12,0.409,,
,,,8/26/2015,3297.33,11/6/2015,730.31,11/9/2015,1.5115,2015-08-26,1.9540,2014-08-11,0.400,,
,,,8/25/2015,3346.24,11/5/2015,725.9,11/6/2015,1.5053,2015-08-25,1.9059,2014-08-08,0.374,,
,,,8/24/2015,3245.99,11/4/2015,720.17,11/5/2015,1.5208,2015-08-24,1.8164,2014-08-07,0.375,,
,,,8/21/2015,3399.93,11/3/2015,724.62,11/4/2015,1.5386,2015-08-21,1.6904,2014-08-06,0.410,,
,,,8/20/2015,3492.64,11/2/2015,735.24,11/3/2015,1.5421,2015-08-20,1.7625,2014-08-05,0.411,,
,,,8/19/2015,3514.27,10/30/2015,740.25,11/2/2015,1.5417,2015-08-19,1.8331,2014-08-04,0.411,,
,,,8/18/2015,3576.32,10/29/2015,748.49,10/30/2015,1.5428,2015-08-18,1.8746,2014-08-01,0.382,,
,,,8/17/2015,3586.66,10/28/2015,757.39,10/29/2015,1.531,2015-08-17,1.8167,2014-07-31,0.394,,
,,,8/14/2015,3587.17,10/27/2015,762.59,10/28/2015,1.5263,2015-08-14,1.8765,2014-07-30,0.384,,
,,,8/13/2015,3593.9,10/26/2015,757.62,10/27/2015,1.53,2015-08-13,1.8393,2014-07-29,0.374,,
,,,8/12/2015,3589.34,10/23/2015,760.42,10/26/2015,1.5352,2015-08-12,1.7935,2014-07-28,0.400,,
,,,8/11/2015,3638.94,10/22/2015,757.33,10/23/2015,1.5314,2015-08-11,1.8175,2014-07-25,0.404,,
,,,8/10/2015,3673.81,10/21/2015,756.99,10/22/2015,1.5394,2015-08-10,1.9216,2014-07-24,0.401,,
,,,8/7/2015,3662.14,10/20/2015,761.46,10/21/2015,1.5417,2015-08-07,1.8476,2014-07-23,0.397,,
,,,8/6/2015,3677.77,10/19/2015,757.08,10/20/2015,1.5444,2015-08-06,1.9229,2014-07-22,0.391,,
,,,8/5/2015,3681.21,10/16/2015,762.57,10/19/2015,1.5465,2015-08-05,1.9751,2014-07-21,0.401,,
,,,8/4/2015,3650.75,10/15/2015,764.33,10/16/2015,1.5438,2015-08-04,1.8725,2014-07-18,0.393,,
,,,8/3/2015,3649.14,10/14/2015,765.07,10/15/2015,1.5459,2015-08-03,1.8662,2014-07-17,0.407,,
,,,7/31/2015,3652.79,10/13/2015,766.53,10/14/2015,1.5477,2015-07-31,1.8811,2014-07-16,0.408,,
,,,7/30/2015,3635.28,10/12/2015,758.31,10/13/2015,1.5248,2015-07-30,1.9651,2014-07-15,0.411,,
,,,7/29/2015,3618.45,10/9/2015,754.7,10/12/2015,1.5348,2015-07-29,1.9773,2014-07-14,0.414,,
,,,7/28/2015,3580.04,10/8/2015,742.16,10/9/2015,1.5322,2015-07-28,1.9355,2014-07-11,0.382,,
,,,7/27/2015,3554.48,10/7/2015,747.81,10/8/2015,1.5348,2015-07-27,1.9350,2014-07-10,0.409,,
,,,7/24/2015,3595.91,10/6/2015,753.49,10/7/2015,1.5319,2015-07-24,1.9339,2014-07-09,0.404,,
,,,7/23/2015,3633.4,10/5/2015,749.88,10/6/2015,1.5227,2015-07-23,2.0084,2014-07-08,0.410,,
,,,7/22/2015,3639.52,10/2/2015,749.89,10/5/2015,1.5146,2015-07-22,2.0296,2014-07-07,0.398,,
,,,7/21/2015,3687.94,10/1/2015,736.01,10/2/2015,1.5185,2015-07-21,2.0856,2014-07-04,0.400,,
,,,7/20/2015,3697.47,9/30/2015,737.09,10/1/2015,1.5131,2015-07-20,2.0606,2014-07-03,0.396,,
,,,7/17/2015,3690.58,9/29/2015,744.09,9/30/2015,1.5128,2015-07-17,2.0778,2014-07-02,0.390,,
,,,7/16/2015,3700.01,9/28/2015,746.02,9/29/2015,1.5151,2015-07-16,2.0752,2014-07-01,0.391,,
,,,7/15/2015,3676.46,9/25/2015,755.12,9/28/2015,1.5174,2015-07-15,2.1152,2014-06-30,0.379,,
,,,7/14/2015,3676.51,9/24/2015,757.09,9/25/2015,1.518,2015-07-14,2.1224,2014-06-27,0.390,,
,,,7/13/2015,3671.8,9/23/2015,741.47,9/24/2015,1.5242,2015-07-13,2.1177,2014-06-26,0.375,,
,,,7/10/2015,3635.55,9/22/2015,731.83,9/23/2015,1.5245,2015-07-10,2.0798,2014-06-25,0.379,,
,,,7/9/2015,3588.19,9/21/2015,730.86,9/22/2015,1.5365,2015-07-09,1.9529,2014-06-24,0.382,,
,,,7/8/2015,3541.74,9/18/2015,733.69,9/21/2015,1.5507,2015-07-08,1.8912,2014-06-23,0.381,,
,,,7/7/2015,3519.88,9/17/2015,725.77,9/18/2015,1.5536,2015-07-07,1.8324,2014-06-20,0.371,,
,,,7/6/2015,3573.98,9/16/2015,722.58,9/17/2015,1.5591,2015-07-06,2.0042,2014-06-19,0.380,,
,,,7/3/2015,3602.47,9/15/2015,720.39,9/16/2015,1.5493,2015-07-03,1.9964,2014-06-18,0.369,,
,,,7/2/2015,3624.5,9/14/2015,718.87,9/15/2015,1.5344,2015-07-02,2.0785,2014-06-17,0.386,,
,,,7/1/2015,3615.74,9/11/2015,718.04,9/14/2015,1.5427,2015-07-01,2.1045,2014-06-16,0.406,,
,,,6/30/2015,3570.58,9/10/2015,719.19,9/11/2015,1.5429,2015-06-30,2.0236,2014-06-13,0.382,,
,,,6/29/2015,3614.23,9/9/2015,720.82,9/10/2015,1.5445,2015-06-29,2.0732,2014-06-12,0.358,,
,,,6/26/2015,3683.84,9/8/2015,728.44,9/9/2015,1.5368,2015-06-26,2.1861,2014-06-11,0.346,,
,,,6/25/2015,3711.63,9/7/2015,732.99,9/8/2015,1.5396,2015-06-25,2.1435,2014-06-10,0.333,,
,,,6/24/2015,3727.59,9/4/2015,739.58,9/7/2015,1.5277,2015-06-24,2.1311,2014-06-09,0.338,,
,,,6/23/2015,3725.48,9/3/2015,737.58,9/4/2015,1.517,2015-06-23,2.1081,2014-06-06,0.358,,
,,,6/22/2015,3718.18,9/2/2015,741.26,9/3/2015,1.5258,2015-06-22,2.0972,2014-06-05,0.344,,
,,,6/19/2015,3660.06,9/1/2015,745.06,9/2/2015,1.5299,2015-06-19,2.0042,2014-06-04,0.347,,
,,,6/18/2015,3658.53,8/31/2015,739.67,9/1/2015,1.5304,2015-06-18,2.0407,2014-06-03,0.349,,
,,,6/17/2015,3647.63,8/28/2015,736.68,8/31/2015,1.5345,2015-06-17,2.0610,2014-06-02,0.345,,
,,,6/16/2015,3660.84,8/27/2015,730.38,8/28/2015,1.5391,2015-06-16,1.9872,2014-05-30,0.326,,
,,,6/15/2015,3660.91,8/26/2015,727.69,8/27/2015,1.5403,2015-06-15,2.0225,2014-05-29,0.337,,
,,,6/12/2015,3702.01,8/25/2015,727.17,8/26/2015,1.5463,2015-06-12,1.9875,2014-05-28,0.342,,
,,,6/11/2015,3734.36,8/24/2015,732.12,8/25/2015,1.5687,2015-06-11,2.0470,2014-05-27,0.326,,
,,,6/10/2015,3725,8/21/2015,739.79,8/24/2015,1.5776,2015-06-10,2.1277,2014-05-23,0.298,,
,,,6/9/2015,3685.06,8/20/2015,734.38,8/21/2015,1.5694,2015-06-09,2.0973,2014-05-22,0.360,,
,,,6/8/2015,3702.69,8/19/2015,723.34,8/20/2015,1.569,2015-06-08,2.0445,2014-05-21,0.352,,
,,,6/5/2015,3711.1,8/18/2015,713.73,8/19/2015,1.568,2015-06-05,2.0787,2014-05-20,0.359,,
,,,6/4/2015,3740.39,8/17/2015,717.08,8/18/2015,1.5661,2015-06-04,2.0329,2014-05-19,0.355,,
,,,6/3/2015,3786.84,8/14/2015,712.72,8/17/2015,1.5586,2015-06-03,2.0780,2014-05-09,0.311,,
,,,6/2/2015,3775.52,8/13/2015,714.32,8/14/2015,1.5642,2015-06-02,1.9797,2014-05-08,0.329,,
,,,6/1/2015,3786.37,8/12/2015,720.26,8/13/2015,1.5611,2015-06-01,1.8475,2014-05-07,0.329,,
,,,5/29/2015,3797.12,8/11/2015,712.16,8/12/2015,1.5613,2015-05-29,1.8128,2014-05-06,0.329,,
,,,5/28/2015,3824.67,8/10/2015,708.46,8/11/2015,1.5572,2015-05-28,1.8236,2014-05-02,0.377,,
,,,5/27/2015,3821.13,8/7/2015,706.25,8/10/2015,1.5592,2015-05-27,1.8816,2014-05-01,0.330,,
,,,5/26/2015,3779.3,8/6/2015,702.38,8/7/2015,1.5491,2015-05-26,1.8747,2014-04-30,0.336,,
,,,5/22/2015,3818.84,8/5/2015,695.42,8/6/2015,1.5512,2015-05-22,1.9274,2014-04-29,0.323,,
,,,5/21/2015,3809.08,8/4/2015,698.88,8/5/2015,1.5603,2015-05-21,1.9741,2014-04-28,0.326,,
,,,5/20/2015,3805.77,8/3/2015,697.34,8/4/2015,1.5564,2015-05-20,1.9772,2014-04-25,0.369,,
,,,5/19/2015,3801.5,7/31/2015,701.41,8/3/2015,1.5587,2015-05-19,1.9466,2014-04-24,0.344,,
,,,5/18/2015,3784.33,7/30/2015,697.79,7/31/2015,1.5622,2015-05-18,1.9506,2014-04-23,0.340,,
,,,5/15/2015,3779.96,7/29/2015,702.95,7/30/2015,1.5602,2015-05-15,1.8792,2014-04-22,0.350,,
,,,5/14/2015,3782.49,7/28/2015,701.6,7/29/2015,1.5602,2015-05-14,1.9817,2014-04-17,0.406,,
,,,5/13/2015,3769.69,7/27/2015,703.23,7/28/2015,1.5613,2015-05-13,2.0201,2014-04-16,0.371,,
,,,5/12/2015,3756.45,7/24/2015,708.67,7/27/2015,1.5559,2015-05-12,1.9838,2014-04-15,0.358,,
,,,5/11/2015,3805.48,7/23/2015,702.96,7/24/2015,1.5508,2015-05-11,1.9480,2014-04-14,0.369,,
,,,5/8/2015,3814.45,7/22/2015,700.86,7/23/2015,1.5514,2015-05-08,1.8755,2014-04-11,0.390,,
,,,5/7/2015,3726.25,7/21/2015,707.94,7/22/2015,1.5613,2015-05-07,1.9205,2014-04-10,0.386,,
,,,5/6/2015,3746.5,7/20/2015,704.72,7/21/2015,1.5557,2015-05-06,1.9833,2014-04-09,0.367,,
,,,5/5/2015,3744.86,7/17/2015,727.05,7/20/2015,1.5564,2015-05-05,1.9696,2014-04-08,0.376,,
,,,5/1/2015,3770.75,7/16/2015,733.73,7/17/2015,1.56,2015-05-01,1.8414,2014-04-07,0.352,,
,,,4/30/2015,3760.06,7/15/2015,734.83,7/16/2015,1.5609,2015-04-30,1.8331,2014-04-04,0.370,,
,,,4/29/2015,3753.88,7/14/2015,739.18,7/15/2015,1.5639,2015-04-29,1.8326,2014-04-03,0.339,,
,,,4/28/2015,3797.29,7/13/2015,747.73,7/14/2015,1.5636,2015-04-28,1.6945,2014-04-02,0.339,,
,,,4/27/2015,3834.45,7/10/2015,749.79,7/13/2015,1.5487,2015-04-27,1.6905,2014-03-28,0.365,,
,,,4/24/2015,3817.4,7/9/2015,753.7,7/10/2015,1.5517,2015-04-24,1.6472,2014-03-27,0.349,,
,,,4/23/2015,3808.2,7/8/2015,753.99,7/9/2015,1.538,2015-04-23,1.6901,2014-03-26,0.361,,
,,,4/22/2015,3795.36,7/7/2015,746.85,7/8/2015,1.5361,2015-04-22,1.7136,2014-03-25,0.359,,
,,,4/21/2015,3813.4,7/6/2015,749.98,7/7/2015,1.5462,2015-04-21,1.5664,2014-03-24,0.361,,
,,,4/20/2015,3804.69,7/3/2015,750.61,7/6/2015,1.5605,2015-04-20,1.5666,2014-03-21,0.342,,
,,,4/17/2015,3778.37,7/2/2015,747.12,7/3/2015,1.557,2015-04-17,1.5833,2014-03-20,0.333,,
,,,4/16/2015,3813.34,7/1/2015,748.42,7/2/2015,1.5609,2015-04-16,1.6064,2014-03-19,0.331,,
,,,4/15/2015,3834.36,6/30/2015,746.4,7/1/2015,1.5617,2015-04-15,1.5592,2014-03-18,0.332,,
,,,4/14/2015,3824.16,6/29/2015,749.66,6/30/2015,1.5712,2015-04-14,1.5136,2014-03-17,0.324,,
,,,4/13/2015,3818.25,6/26/2015,746.47,6/29/2015,1.5738,2015-04-13,1.5924,2014-03-14,0.341,,
,,,4/10/2015,3830.87,6/25/2015,745.07,6/26/2015,1.5746,2015-04-10,1.5791,2014-03-13,0.323,,
,,,4/9/2015,3792.64,6/24/2015,748.45,6/25/2015,1.5747,2015-04-09,1.5704,2014-03-12,0.333,,
,,,4/8/2015,3752.78,6/23/2015,749.31,6/24/2015,1.5706,2015-04-08,1.5788,2014-03-11,0.321,,
,,,4/7/2015,3761.47,6/22/2015,749.45,6/23/2015,1.5729,2015-04-07,1.5824,2014-03-10,0.331,,
,,,4/2/2015,3696.03,6/19/2015,755.87,6/22/2015,1.5824,2015-04-02,1.5920,2014-03-07,0.367,,
,,,4/1/2015,3680.45,6/18/2015,756.96,6/19/2015,1.5883,2015-04-01,1.5401,2014-03-06,0.354,,
,,,3/31/2015,3663.58,6/17/2015,748.57,6/18/2015,1.588,2015-03-31,1.5759,2014-03-05,0.357,,
,,,3/30/2015,3719.43,6/16/2015,755.41,6/17/2015,1.5833,2015-03-30,1.5762,2014-03-04,0.356,,
,,,3/27/2015,3701.62,6/15/2015,760.53,6/16/2015,1.5648,2015-03-27,1.5417,2014-03-03,0.345,,
,,,3/26/2015,3722.62,6/12/2015,759.4,6/15/2015,1.5601,2015-03-26,1.5822,2014-02-28,0.344,,
,,,3/25/2015,3773.63,6/11/2015,761.76,6/12/2015,1.5561,2015-03-25,1.4800,2014-02-27,0.333,,
,,,3/24/2015,3788.9,6/10/2015,763.74,6/11/2015,1.5517,2015-03-24,1.5045,2014-02-26,0.322,,
,,,3/23/2015,3795.61,6/9/2015,764.96,6/10/2015,1.553,2015-03-23,1.5096,2014-02-25,0.350,,
,,,3/20/2015,3788.26,6/8/2015,764.89,6/9/2015,1.5385,2015-03-20,1.5159,2014-02-24,0.345,,
,,,3/19/2015,3758.09,6/5/2015,767.68,6/8/2015,1.5349,2015-03-19,1.5330,2014-02-21,0.363,,
,,,3/18/2015,3747.38,6/4/2015,765.91,6/5/2015,1.527,2015-03-18,1.5953,2014-02-20,0.336,,
,,,3/17/2015,3694.39,6/3/2015,772.58,6/4/2015,1.5364,2015-03-17,1.6837,2014-02-19,0.350,,
,,,3/16/2015,3679.48,6/2/2015,777.57,6/3/2015,1.5341,2015-03-16,1.6755,2014-02-18,0.334,,
,,,3/13/2015,3648.24,6/1/2015,782.3,6/2/2015,1.5343,2015-03-13,1.7086,2014-02-17,0.342,,
,,,3/12/2015,3655.28,5/29/2015,778.47,6/1/2015,1.5201,2015-03-12,1.7403,2014-02-14,0.309,,
,,,3/11/2015,3633.9,5/28/2015,775.96,5/29/2015,1.5291,2015-03-11,1.8127,2014-02-13,0.309,,
,,,3/10/2015,3624.77,5/27/2015,773.72,5/28/2015,1.5316,2015-03-10,1.7959,2014-02-12,0.318,,
,,,3/9/2015,3710.08,5/26/2015,771.77,5/27/2015,1.5354,2015-03-09,1.9338,2014-02-11,0.320,,
,,,3/6/2015,3728.95,5/25/2015,780.08,5/26/2015,1.5385,2015-03-06,1.9474,2014-02-10,0.322,,
,,,3/5/2015,3752,5/22/2015,778.62,5/25/2015,1.547,2015-03-05,1.8583,2014-02-07,0.353,,
,,,3/4/2015,3727.3,5/21/2015,769.41,5/22/2015,1.549,2015-03-04,1.8754,2014-02-06,0.349,,
,,,3/3/2015,3714.45,5/20/2015,778.78,5/21/2015,1.5662,2015-03-03,1.8424,2014-02-05,0.344,,
,,,3/2/2015,3740.32,5/19/2015,778.77,5/20/2015,1.5536,2015-03-02,1.7868,2014-02-04,0.349,,
,,,2/27/2015,3744.26,5/18/2015,782.91,5/19/2015,1.5513,2015-02-27,1.7954,2014-02-03,0.340,,
,,,2/26/2015,3744.56,5/15/2015,778.3,5/18/2015,1.5653,2015-02-26,1.7316,2014-01-31,0.333,,
,,,2/25/2015,3736.31,5/14/2015,774.1,5/15/2015,1.5727,2015-02-25,1.7174,2014-01-30,0.339,,
,,,2/24/2015,3742.58,5/13/2015,770.46,5/14/2015,1.5776,2015-02-24,1.7620,2014-01-29,0.328,,
,,,2/23/2015,3724.85,5/12/2015,761.88,5/13/2015,1.5745,2015-02-23,1.7989,2014-01-28,0.335,,
,,,2/20/2015,3724.45,5/11/2015,759.64,5/12/2015,1.5671,2015-02-20,1.7642,2014-01-27,0.329,,
,,,2/19/2015,3710.28,5/8/2015,769.74,5/11/2015,1.5586,2015-02-19,1.8218,2014-01-24,0.345,,
,,,2/18/2015,3712.67,5/7/2015,781.32,5/8/2015,1.5455,2015-02-18,1.8479,2014-01-23,0.309,,
